"actorId","phase","currentBoundary","pointer","targetIds","startUtf16","endUtf16","text","coverage","work","deterministicOperations","prerequisites","residual","expected"
"john-abrams","initial","initial submitted frontier","/rawText","[""harbor"",""company""]","11","20","逐项核对回港名册，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。须移动到港区与信号岗；现有回港名册不等于那两艇已回信。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","保留名册核对来源；仅凭实际回信/灯号/避风消息更新失联判断。"
"john-abrams","initial","initial submitted frontier","/rawText","[""harbor"",""company""]","20","50","确认那两艘未归的沿岸小艇是否已有回信、灯号或避风位置的消息。","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。须移动到港区与信号岗；现有回港名册不等于那两艇已回信。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","保留名册核对来源；仅凭实际回信/灯号/避风消息更新失联判断。"
"king-graptar","initial","initial submitted frontier","/attempts/0/text","[""goblin-host"",""mountain-base""]","0","20","以 Stupendous 之名召集亲卫，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。军械守卫轮换、观察眼神和远方侦察各有独立语义；不能把宣告当作执行。","群体不是心智；请求、派出、到达和执行不能相互推导","召集/宣告、现场行为证据和侦察时间表分开；不虚构押运和援兵时间。"
"king-graptar","initial","initial submitted frontier","/attempts/0/text","[""goblin-host"",""mountain-base""]","20","34","宣布轮换军械钥匙与粮仓守卫，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。军械守卫轮换、观察眼神和远方侦察各有独立语义；不能把宣告当作执行。","发出内容不证明送达、答复、相信、服从或后续任务完成","召集/宣告、现场行为证据和侦察时间表分开；不虚构押运和援兵时间。"
"king-graptar","initial","initial submitted frontier","/attempts/0/text","[""goblin-host"",""mountain-base""]","34","53","借检阅之名观察谁在坏消息后会先看别人。","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。军械守卫轮换、观察眼神和远方侦察各有独立语义；不能把宣告当作执行。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","召集/宣告、现场行为证据和侦察时间表分开；不虚构押运和援兵时间。"
"king-graptar","initial","initial submitted frontier","/attempts/1/text","[""newcombe"",""greenton"",""strangeholms"",""goblin-host""]","0","22","派出熟悉 Newcombe 小路的斥候小队，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。军械守卫轮换、观察眼神和远方侦察各有独立语义；不能把宣告当作执行。","群体不是心智；请求、派出、到达和执行不能相互推导","召集/宣告、现场行为证据和侦察时间表分开；不虚构押运和援兵时间。"
"king-graptar","initial","initial submitted frontier","/attempts/1/text","[""newcombe"",""greenton"",""strangeholms"",""goblin-host""]","22","72","只侦察 Greenton 外围与 Strangeholms 方向的粮车路线、押运人数和援兵到达时间，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。军械守卫轮换、观察眼神和远方侦察各有独立语义；不能把宣告当作执行。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","召集/宣告、现场行为证据和侦察时间表分开；不虚构押运和援兵时间。"
"king-graptar","initial","initial submitted frontier","/attempts/1/text","[""newcombe"",""greenton"",""strangeholms"",""goblin-host""]","72","94","并带回一份能公开分配战利品的袭掠时间表草案。","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。军械守卫轮换、观察眼神和远方侦察各有独立语义；不能把宣告当作执行。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","召集/宣告、现场行为证据和侦察时间表分开；不虚构押运和援兵时间。"
"king-neptar","initial","initial submitted frontier","/rawText","[""grotto"",""community""]","0","9","守在王子的葬仪中，","fallback","物理操作/制作","[]","具体对象、资源所有权、数量、材料与执行规则成立。葬仪当前状态、痕迹和目击者来源需分开；不派复仇是命令不是群体已知。","抽象库存和工具名称不能证明加固、搬运、张贴或制作已发生","记录葬仪参与、分类资料和实际通知；不自动改变家属/守卫信念。"
"king-neptar","initial","initial submitted frontier","/rawText","[""grotto"",""community""]","9","30","命令把遗体、卷流痕迹与目击者证词分开记录，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。葬仪当前状态、痕迹和目击者来源需分开；不派复仇是命令不是群体已知。","发出内容不证明送达、答复、相信、服从或后续任务完成","记录葬仪参与、分类资料和实际通知；不自动改变家属/守卫信念。"
"king-neptar","initial","initial submitted frontier","/rawText","[""grotto"",""community""]","30","52","并让家属与守卫先知道今夜不派盲目的复仇攻击。","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。葬仪当前状态、痕迹和目击者来源需分开；不派复仇是命令不是群体已知。","发出内容不证明送达、答复、相信、服从或后续任务完成","记录葬仪参与、分类资料和实际通知；不自动改变家属/守卫信念。"
"king-nilal","initial","initial submitted frontier","/attempts/0/text","[""falls"",""queen"",""home-realm""]","0","22","在西塔召集王后 Aerindel 与军需官，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。三个并行分支：西塔会议与两封不同收件人的信；资源余量、信使与送达均未确立。","群体不是心智；请求、派出、到达和执行不能相互推导","来源支撑的支援清单；每封信独立记录写作/发出/送达，王廷主张不直接变成新控制事实。"
"king-nilal","initial","initial submitted frontier","/attempts/0/text","[""falls"",""queen"",""home-realm""]","22","57","逐项核对瀑布 Viz 产出、守卫轮换和 Ranger 支援请求的缺口，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。三个并行分支：西塔会议与两封不同收件人的信；资源余量、信使与送达均未确立。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","来源支撑的支援清单；每封信独立记录写作/发出/送达，王廷主张不直接变成新控制事实。"
"king-nilal","initial","initial submitted frontier","/attempts/0/text","[""falls"",""queen"",""home-realm""]","57","77","准备一份只按剩余余量分批兑现的支援清单。","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。三个并行分支：西塔会议与两封不同收件人的信；资源余量、信使与送达均未确立。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","来源支撑的支援清单；每封信独立记录写作/发出/送达，王廷主张不直接变成新控制事实。"
"king-nilal","initial","initial submitted frontier","/attempts/1/text","[""ranger-captain"",""home-realm""]","0","41","致信 Sinerian，说明 Greywood 能承担的预警、向导与施法支援上限，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。三个并行分支：西塔会议与两封不同收件人的信；资源余量、信使与送达均未确立。","发出内容不证明送达、答复、相信、服从或后续任务完成","来源支撑的支援清单；每封信独立记录写作/发出/送达，王廷主张不直接变成新控制事实。"
"king-nilal","initial","initial submitted frontier","/attempts/1/text","[""ranger-captain"",""home-realm""]","41","64","要求她按优先次序把压力最大的一段边界先列出来。","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。三个并行分支：西塔会议与两封不同收件人的信；资源余量、信使与送达均未确立。","发出内容不证明送达、答复、相信、服从或后续任务完成","来源支撑的支援清单；每封信独立记录写作/发出/送达，王廷主张不直接变成新控制事实。"
"king-nilal","initial","initial submitted frontier","/attempts/2/text","[""castle-governor"",""falls""]","0","81","另备一封给 Tyrilas 的短笺，重申 Stardell Falls、岩后神殿与 Viz 来源的最终控制仍归 Greywood，任何地下遗产封锁都不应绕过王廷。","fallback","物理操作/制作","[]","具体对象、资源所有权、数量、材料与执行规则成立。三个并行分支：西塔会议与两封不同收件人的信；资源余量、信使与送达均未确立。","抽象库存和工具名称不能证明加固、搬运、张贴或制作已发生","来源支撑的支援清单；每封信独立记录写作/发出/送达，王廷主张不直接变成新控制事实。"
"king-ragnar","initial","initial submitted frontier","/attempts/0/text","[""taldane"",""realm"",""kalfvald""]","0","30","在 Castle Taldane 召见仍在营中的首领与军需，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","群体不是心智；请求、派出、到达和执行不能相互推导","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/0/text","[""taldane"",""realm"",""kalfvald""]","30","42","重新主持军务与粮食议事，","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/0/text","[""taldane"",""realm"",""kalfvald""]","42","64","让王令在 Yngvar 行动前仍被公开执行。","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/1/text","[""blackmarsh"",""lost-signet"",""realm""]","0","28","派可信而清醒的老人分别追查当年袭港幸存者和旧战利品流向，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","群体不是心智；请求、派出、到达和执行不能相互推导","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/1/text","[""blackmarsh"",""lost-signet"",""realm""]","28","39","只查证谁可能经手王戒，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/1/text","[""blackmarsh"",""lost-signet"",""realm""]","39","54","不许假定任何店铺或首饰就是它。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/2/text","[""kalfvald"",""yngvar""]","0","21","遣使问 Kalfvald 的粮援何时能到，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","群体不是心智；请求、派出、到达和执行不能相互推导","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/2/text","[""kalfvald"",""yngvar""]","21","48","同时探听 Yngvar 近日见了哪些首领、说了什么话，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-ragnar","initial","initial submitted frontier","/attempts/2/text","[""kalfvald"",""yngvar""]","48","58","暂不公开称其为挑战。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。议事、王戒调查、遣使/探听三支；统治效果和幸存者证词仍须开放裁决。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","三支分别留账；不把王令宣告算服从，不把首饰猜成王戒，不提前公开指控。"
"king-suduk","initial","initial submitted frontier","/attempts/0/text","[""ridge-battle"",""tribe""]","0","15","派传令者赶赴 2306 山脊，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。远方山脊命令先经传令；本人回洞网核账与可撤道路是另一支。","群体不是心智；请求、派出、到达和执行不能相互推导","撤退命令与执行/伤员收拢分离；库存天数有消费依据，拖贡仍是准备。"
"king-suduk","initial","initial submitted frontier","/attempts/0/text","[""ridge-battle"",""tribe""]","15","34","命令三十名族人停止向两道沟壑继续压进，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。远方山脊命令先经传令；本人回洞网核账与可撤道路是另一支。","发出内容不证明送达、答复、相信、服从或后续任务完成","撤退命令与执行/伤员收拢分离；库存天数有消费依据，拖贡仍是准备。"
"king-suduk","initial","initial submitted frontier","/attempts/0/text","[""ridge-battle"",""tribe""]","34","45","先守住退路和收拢伤员，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。远方山脊命令先经传令；本人回洞网核账与可撤道路是另一支。","发出内容不证明送达、答复、相信、服从或后续任务完成","撤退命令与执行/伤员收拢分离；库存天数有消费依据，拖贡仍是准备。"
"king-suduk","initial","initial submitted frontier","/attempts/0/text","[""ridge-battle"",""tribe""]","45","69","不与 Vasan berserker 缠斗到底。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。远方山脊命令先经传令；本人回洞网核账与可撤道路是另一支。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","撤退命令与执行/伤员收拢分离；库存天数有消费依据，拖贡仍是准备。"
"king-suduk","initial","initial submitted frontier","/attempts/1/text","[""caves"",""shaman"",""tribe""]","0","19","回到洞网与 G'mung 及粮官对账，","fallback","移动/到场","[]","起终点、路线、移动规则、实际持续时间和接触成立。远方山脊命令先经传令；本人回洞网核账与可撤道路是另一支。","准备或提出前往不证明到达；不能用同一 placement 假定接触","撤退命令与执行/伤员收拢分离；库存天数有消费依据，拖贡仍是准备。"
"king-suduk","initial","initial submitted frontier","/attempts/1/text","[""caves"",""shaman"",""tribe""]","19","47","算清还能支撑多少天、哪条洞道可撤、哪些族人必须留在防线，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。远方山脊命令先经传令；本人回洞网核账与可撤道路是另一支。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","撤退命令与执行/伤员收拢分离；库存天数有消费依据，拖贡仍是准备。"
"king-suduk","initial","initial submitted frontier","/attempts/1/text","[""caves"",""shaman"",""tribe""]","47","68","准备向 Kinkaris 拖延下一轮贡赋。","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。远方山脊命令先经传令；本人回洞网核账与可撤道路是另一支。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","撤退命令与执行/伤员收拢分离；库存天数有消费依据，拖贡仍是准备。"
"kinkaris","initial","initial submitted frontier","/rawText","[""tribute-keep"",""tribute-guard"",""raven-order""]","0","8","召集二十名守卫，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。二十守卫不能被群体实体代答；授权文书和无人落单须实际核对。","群体不是心智；请求、派出、到达和执行不能相互推导","召集结果、贡物/路线/授权及人员覆盖的证据明确。"
"kinkaris","initial","initial submitted frontier","/rawText","[""tribute-keep"",""tribute-guard"",""raven-order""]","8","32","逐项核对贡物账册、撤离水道和总部留下的书面授权，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。二十守卫不能被群体实体代答；授权文书和无人落单须实际核对。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","召集结果、贡物/路线/授权及人员覆盖的证据明确。"
"kinkaris","initial","initial submitted frontier","/rawText","[""tribute-keep"",""tribute-guard"",""raven-order""]","32","47","并确认无人被单独留在石堆外层。","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。二十守卫不能被群体实体代答；授权文书和无人落单须实际核对。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","召集结果、贡物/路线/授权及人员覆盖的证据明确。"
"kostbera","initial","initial submitted frontier","/rawText","[""island"",""weather"",""sea""]","0","21","趁风暴未至，清点现有干柴、鱼获与修补材料，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。材料细项、房屋结构、物品可移动性和地势未由总库存指定；天气是前提。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","清点、加固与搬运分别产生真实进度/结果；不把天气判断算施工作业。"
"kostbera","initial","initial submitted frontier","/rawText","[""island"",""weather"",""sea""]","21","34","加固浮木小屋的压绳和屋顶，","fallback","物理操作/制作","[]","具体对象、资源所有权、数量、材料与执行规则成立。材料细项、房屋结构、物品可移动性和地势未由总库存指定；天气是前提。","抽象库存和工具名称不能证明加固、搬运、张贴或制作已发生","清点、加固与搬运分别产生真实进度/结果；不把天气判断算施工作业。"
"kostbera","initial","initial submitted frontier","/rawText","[""island"",""weather"",""sea""]","34","51","并把可移动的粮食与火种移到较高处；","fallback","物理操作/制作","[]","具体对象、资源所有权、数量、材料与执行规则成立。材料细项、房屋结构、物品可移动性和地势未由总库存指定；天气是前提。","抽象库存和工具名称不能证明加固、搬运、张贴或制作已发生","清点、加固与搬运分别产生真实进度/结果；不把天气判断算施工作业。"
"kostbera","initial","initial submitted frontier","/rawText","[""island"",""weather"",""sea""]","51","66","这些是天气迹象要求的实际准备。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。材料细项、房屋结构、物品可移动性和地势未由总库存指定；天气是前提。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","清点、加固与搬运分别产生真实进度/结果；不把天气判断算施工作业。"
"lady-aerindel","initial","initial submitted frontier","/rawText","[""ranger-captain"",""home-realm""]","0","21","审阅 Sinerian 最新一份边境摘要，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。必须有 Sinerian 最新摘要及各道路联络证据；名单是分析所得。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","保留摘要来源与时点，区分失联事实、危险证词及拟定预警名单。"
"lady-aerindel","initial","initial submitted frontier","/rawText","[""ranger-captain"",""home-realm""]","21","50","标出哪些道路与聚落已失去日常联系、最晚发现的危险来自哪里，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。必须有 Sinerian 最新摘要及各道路联络证据；名单是分析所得。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","保留摘要来源与时点，区分失联事实、危险证词及拟定预警名单。"
"lady-aerindel","initial","initial submitted frontier","/rawText","[""ranger-captain"",""home-realm""]","50","66","为下一步扩大预警网拟出具体名单。","fallback","记录/复述","[]","原始数据、证词来源、记录载体或实际复述存在。必须有 Sinerian 最新摘要及各道路联络证据；名单是分析所得。","复制不能创造被抄信息，也不能把意图或命令当作已有记录","保留摘要来源与时点，区分失联事实、危险证词及拟定预警名单。"
"lord-ingwold","initial","initial submitted frontier","/rawText","[""company"",""peaks""]","0","12","召集会社几名可靠的队长，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。三班回报、两处标记和可用人手需证据；提出小队不等于派队完成调查。","群体不是心智；请求、派出、到达和执行不能相互推导","逐条核对旧警示并保留队长建议；不抽空渔业/贸易的约束须验证。"
"lord-ingwold","initial","initial submitted frontier","/rawText","[""company"",""peaks""]","12","37","按最近三班巡查的回报核对两处需要复查的旧警示标记；","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。三班回报、两处标记和可用人手需证据；提出小队不等于派队完成调查。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","逐条核对旧警示并保留队长建议；不抽空渔业/贸易的约束须验证。"
"lord-ingwold","initial","initial submitted frontier","/rawText","[""company"",""peaks""]","37","63","要求他们提出一支不抽空村庄渔业与装备贸易的复查小队。","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。三班回报、两处标记和可用人手需证据；提出小队不等于派队完成调查。","发出内容不证明送达、答复、相信、服从或后续任务完成","逐条核对旧警示并保留队长建议；不抽空渔业/贸易的约束须验证。"
"lord-maracan","initial","initial submitted frontier","/rawText","[""dennis"",""norbury""]","0","26","重新审阅给商人、侦察兵与 Dennis 的路线材料，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。路线坐标真伪、宣传可信性与外交依赖是语义判断，不能由复制资料决定。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","来源明确的坐标核验和待修改段落；不直接写入他国信任或依赖。"
"lord-maracan","initial","initial submitted frontier","/rawText","[""dennis"",""norbury""]","26","41","确认共享的坐标都能经得起核对，","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。路线坐标真伪、宣传可信性与外交依赖是语义判断，不能由复制资料决定。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","来源明确的坐标核验和待修改段落；不直接写入他国信任或依赖。"
"lord-maracan","initial","initial submitted frontier","/rawText","[""dennis"",""norbury""]","41","76","同时检视哪些突出税负、Ranger 迟援与精灵准入限制的段落需要调整，","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。路线坐标真伪、宣传可信性与外交依赖是语义判断，不能由复制资料决定。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","来源明确的坐标核验和待修改段落；不直接写入他国信任或依赖。"
"lord-maracan","initial","initial submitted frontier","/rawText","[""dennis"",""norbury""]","76","115","以免因经不起核验而失去 Grand Kingdom 对 Jorvik 的依赖。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。路线坐标真伪、宣传可信性与外交依赖是语义判断，不能由复制资料决定。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","来源明确的坐标核验和待修改段落；不直接写入他国信任或依赖。"
"lord-mazardan","initial","initial submitted frontier","/rawText","[""northern-company"",""hold"",""rumored-sellers""]","0","19","召集 Company 的验货人与账房，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。二百金币是报价而非成交转移量；验货人和账房须参与，公告须实际张贴。","群体不是心智；请求、派出、到达和执行不能相互推导","价格声明和拒收条件、公告制作/张贴分别留证据；不直接转移币或 Viz。"
"lord-mazardan","initial","initial submitted frontier","/rawText","[""northern-company"",""hold"",""rumored-sellers""]","19","42","重申公开价格仍是每份可核实 Viz 二百金币，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。二百金币是报价而非成交转移量；验货人和账房须参与，公告须实际张贴。","发出内容不证明送达、答复、相信、服从或后续任务完成","价格声明和拒收条件、公告制作/张贴分别留证据；不直接转移币或 Viz。"
"lord-mazardan","initial","initial submitted frontier","/rawText","[""northern-company"",""hold"",""rumored-sellers""]","42","70","凡带来酒馆转述、染色石头或隐瞒来源者一律当场说明不接受；","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。二百金币是报价而非成交转移量；验货人和账房须参与，公告须实际张贴。","发出内容不证明送达、答复、相信、服从或后续任务完成","价格声明和拒收条件、公告制作/张贴分别留证据；不直接转移币或 Viz。"
"lord-mazardan","initial","initial submitted frontier","/rawText","[""northern-company"",""hold"",""rumored-sellers""]","70","101","把这条口径写成告示贴到 Oldan Hold 的交易所与客栈。","fallback","物理操作/制作","[]","具体对象、资源所有权、数量、材料与执行规则成立。二百金币是报价而非成交转移量；验货人和账房须参与，公告须实际张贴。","抽象库存和工具名称不能证明加固、搬运、张贴或制作已发生","价格声明和拒收条件、公告制作/张贴分别留证据；不直接转移币或 Viz。"
"lord-octa","initial","initial submitted frontier","/rawText","[""home""]","0","13","集合留在围栏的牧工与护卫，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。十二骑手是兵力选择约束，非数量转移；牧工/护卫身份、现场与技能待核。","群体不是心智；请求、派出、到达和执行不能相互推导","实际集合点名与分工，守栏覆盖保持；不把命令变成已追击或已赶牛。"
"lord-octa","initial","initial submitted frontier","/rawText","[""home""]","13","20","当面点清人手：","fallback","观察/核查","[]","合法访问/感知依据、具体既存资料或已裁决的现场证据。十二骑手是兵力选择约束，非数量转移；牧工/护卫身份、现场与技能待核。","未知细节、发现过程、比较结论不能由事实可见标签自动产生","实际集合点名与分工，守栏覆盖保持；不把命令变成已追击或已赶牛。"
"lord-octa","initial","initial submitted frontier","/rawText","[""home""]","20","36","追击队只带十二名最熟蹄印的骑手，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。十二骑手是兵力选择约束，非数量转移；牧工/护卫身份、现场与技能待核。","发出内容不证明送达、答复、相信、服从或后续任务完成","实际集合点名与分工，守栏覆盖保持；不把命令变成已追击或已赶牛。"
"lord-octa","initial","initial submitted frontier","/rawText","[""home""]","36","46","其余人继续北侧赶牛，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。十二骑手是兵力选择约束，非数量转移；牧工/护卫身份、现场与技能待核。","发出内容不证明送达、答复、相信、服从或后续任务完成","实际集合点名与分工，守栏覆盖保持；不把命令变成已追击或已赶牛。"
"lord-octa","initial","initial submitted frontier","/rawText","[""home""]","46","56","绝不让两段围栏空着。","fallback","条件/否定/承诺约束","[]","原意完整保留，依赖的行动/证据满足后才检验其遵守情况。十二骑手是兵力选择约束，非数量转移；牧工/护卫身份、现场与技能待核。","约束文本可保存，但不是独立完成的世界工作，不计执行覆盖收益","实际集合点名与分工，守栏覆盖保持；不把命令变成已追击或已赶牛。"
"lord-travvarn","initial","initial submitted frontier","/rawText","[""ship"",""expedition"",""devers""]","0","39","命航海官与瞭望手整理当前船位、剩余淡水粮秣、风暴迹象与黑沼外海可能的避风锚地；","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。船位、补给、天气、锚地须报告；Devers 是独立主体，安全登陆是后续判断。","发出内容不证明送达、答复、相信、服从或后续任务完成","收到航海/瞭望报告及 Devers 答复才有判断依据，不能将征询写成登陆。"
"lord-travvarn","initial","initial submitted frontier","/rawText","[""ship"",""expedition"",""devers""]","39","70","同时让 Archon Devers 呈报值勤、武器与士兵状况，","fallback","表达/请求","[]","发话者有依据，实际接触和通道/时序由规则或裁决确立。船位、补给、天气、锚地须报告；Devers 是独立主体，安全登陆是后续判断。","发出内容不证明送达、答复、相信、服从或后续任务完成","收到航海/瞭望报告及 Devers 答复才有判断依据，不能将征询写成登陆。"
"lord-travvarn","initial","initial submitted frontier","/rawText","[""ship"",""expedition"",""devers""]","70","91","以便判断能否安全派出小艇或登陆队接触海岸。","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。船位、补给、天气、锚地须报告；Devers 是独立主体，安全登陆是后续判断。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","收到航海/瞭望报告及 Devers 答复才有判断依据，不能将征询写成登陆。"
"lord-varxis","initial","initial submitted frontier","/rawText","[""home""]","0","21","召集 Camden 各矿的工头与当班领队，","fallback","召集/派遣/接触","[]","个体或执行者身份、通道、可用性、旅行/接触时序与自主响应成立。十二守卫重排需矿井班次、护送距离、风险和实际人员表，不能仅做人数算术。","群体不是心智；请求、派出、到达和执行不能相互推导","新班表有来源和不同时争用的可核验分配；宣告不能替代人员到位。"
"lord-varxis","initial","initial submitted frontier","/rawText","[""home""]","21","54","把换班板上的十二名机动守卫按矿井日照、护送距离和夜班风险重新排班；","fallback","推断/选择/规划","[]","相关证据由该主体合法获得，并保留自主判断。十二守卫重排需矿井班次、护送距离、风险和实际人员表，不能仅做人数算术。","计算合法不能证明推断、意愿或外交结果正确；计划不是完成","新班表有来源和不同时争用的可核验分配；宣告不能替代人员到位。"
